temp,wind_speed,precip_prob,visibility,humidity,is_day,wind_gust,gust_delta,apparent_temp,ride_score
84.2,8.6,48.5,7.67,95.1,1.0,16.6,8.0,101.5,32.0
41.3,6.6,25.6,4.83,55.9,0.0,8.9,2.3,36.9,25.4
51.0,17.9,40.5,1.59,74.4,0.0,24.4,6.6,51.0,15.9
83.8,2.3,0.0,9.23,55.9,1.0,4.4,2.1,86.2,78.6
47.7,13.6,1.8,8.7,63.2,1.0,25.4,11.9,42.0,60.1
73.0,3.2,4.1,9.05,56.2,0.0,8.9,5.7,73.0,81.0
63.0,8.9,40.0,8.84,46.6,1.0,13.1,4.3,63.0,76.4
47.2,16.6,34.0,9.31,53.4,1.0,20.4,3.9,40.7,32.6
95.5,9.3,2.9,9.3,78.5,1.0,15.5,6.2,134.2,4.084646059676479
79.2,0.0,10.5,8.59,50.6,0.0,4.5,4.5,79.2,71.7
25.0,25.0,19.6,3.13,50.3,0.0,43.7,18.7,9.4,0.0
84.8,10.2,11.8,9.25,45.0,1.0,16.9,6.8,85.1,78.0
72.1,9.7,0.0,9.99,31.6,1.0,21.5,11.7,72.1,100.0
57.6,15.1,18.1,8.13,53.6,0.0,20.9,5.9,57.6,53.1
93.9,8.1,24.8,8.0,63.9,1.0,11.6,3.5,112.9,34.2
93.9,6.5,30.6,5.66,85.4,1.0,8.5,2.0,135.1,1.922392987602934
69.8,13.9,6.8,10.0,41.3,1.0,21.0,7.2,69.8,100.0
65.6,10.9,0.0,10.0,61.2,1.0,17.3,6.4,65.6,99.9
66.1,6.2,11.6,9.54,55.4,1.0,9.3,3.2,66.1,100.0
56.0,17.8,66.7,3.86,84.8,1.0,23.8,6.0,56.0,32.5
60.6,5.3,28.0,4.47,50.5,1.0,6.7,1.4,60.6,65.7
51.0,11.1,0.0,7.98,49.7,1.0,17.4,6.3,51.0,75.7
82.7,11.0,8.0,9.77,33.9,1.0,16.5,5.5,81.4,91.6
50.2,13.3,60.5,4.32,72.7,1.0,21.6,8.3,50.2,45.1
48.7,27.4,77.6,2.02,81.2,1.0,35.9,8.5,40.6,0.0
70.3,7.0,15.0,10.0,53.8,0.0,10.8,3.8,70.3,68.0
77.2,2.2,5.9,8.74,24.4,0.0,7.0,4.8,77.2,75.6
53.2,0.0,19.5,10.0,59.3,0.0,2.3,2.3,53.2,56.8
69.1,5.0,2.3,9.65,64.1,0.0,7.5,2.6,69.1,76.6
48.6,7.1,33.2,9.46,33.2,1.0,9.5,2.4,45.5,45.3
74.5,7.5,13.4,10.0,40.9,1.0,12.3,4.8,74.5,100.0
108.4,12.4,6.4,7.45,5.9,1.0,17.5,5.1,100.3,62.0
75.6,3.2,5.1,9.89,48.4,1.0,5.2,1.9,75.6,100.0
63.1,8.1,69.4,3.97,89.6,1.0,13.8,5.7,63.1,56.0
69.8,10.7,6.9,9.17,62.3,1.0,15.5,4.8,69.8,98.6
91.5,11.7,47.5,6.76,67.4,1.0,19.6,8.0,108.5,23.0
69.9,7.7,9.6,10.0,68.0,0.0,18.0,10.2,69.9,79.3
51.2,5.8,46.1,0.1,99.2,1.0,10.4,4.7,51.2,1.8487113770765484
79.8,11.4,9.0,9.54,51.1,0.0,14.8,3.4,79.8,69.1
91.4,10.0,18.7,7.0,82.2,1.0,13.9,3.9,120.6,32.4
78.5,15.6,15.5,10.0,44.7,0.0,21.1,5.6,78.5,56.3
50.6,21.5,20.6,8.31,17.7,1.0,39.4,17.9,50.6,37.8
66.8,8.0,7.4,10.0,61.4,0.0,14.2,6.2,66.8,79.8
51.4,7.1,38.9,7.04,59.2,0.0,9.9,2.9,51.4,49.2
75.3,4.9,6.0,9.35,36.9,0.0,9.0,4.0,75.3,75.1
50.9,12.8,36.4,4.82,57.9,1.0,21.2,8.4,50.9,58.5
48.5,12.0,20.6,9.17,64.5,0.0,18.0,5.9,43.5,42.7
54.0,9.4,10.5,6.05,66.0,0.0,11.8,2.4,54.0,60.4
66.1,5.8,16.0,10.0,56.2,1.0,10.0,4.2,66.1,88.2
65.2,13.6,62.2,8.23,93.4,0.0,20.5,6.8,65.2,52.3
52.9,9.1,25.4,5.68,45.4,1.0,14.5,5.4,52.9,56.6
48.3,18.5,9.8,6.64,38.9,1.0,23.0,4.4,41.6,46.8
56.6,21.6,12.4,10.0,60.2,1.0,27.8,6.2,56.6,65.9
54.7,11.8,0.0,6.75,77.7,1.0,19.9,8.1,54.7,75.8
95.5,10.1,0.0,8.15,72.4,1.0,20.1,10.0,127.0,3.664228932670949
91.8,5.0,18.8,9.61,78.0,0.0,7.0,2.0,118.3,27.4
82.7,5.4,2.7,9.01,47.6,0.0,11.3,5.9,83.2,70.0
69.1,12.7,50.0,5.96,100.0,1.0,17.3,4.6,69.1,62.0
58.3,6.0,37.1,2.39,93.0,0.0,10.1,4.1,58.3,42.0
102.3,11.2,0.6,10.0,13.9,1.0,13.8,2.7,98.0,62.6
80.2,13.5,18.6,8.42,38.8,1.0,20.0,6.5,80.0,78.1
54.2,8.8,64.4,6.04,78.5,1.0,18.0,9.2,54.2,55.6
85.5,10.0,8.7,8.85,52.3,1.0,12.8,2.7,87.8,82.1
50.7,16.3,18.2,9.74,27.5,1.0,23.2,6.9,50.7,55.5
71.8,4.1,5.8,10.0,50.6,1.0,5.8,1.7,71.8,100.0
94.0,10.9,35.5,9.28,94.2,1.0,19.7,8.8,146.6,7.767521996836948
56.7,13.3,48.0,2.39,90.2,1.0,18.8,5.6,56.7,40.3
47.2,13.3,20.7,9.64,69.1,0.0,18.0,4.6,41.5,42.4
55.4,10.5,19.2,10.0,47.6,1.0,15.5,5.0,55.4,77.0
49.1,10.7,10.1,5.99,54.0,1.0,21.3,10.6,44.6,52.7
55.1,13.5,32.5,8.95,36.7,1.0,17.4,3.9,55.1,75.8
74.6,7.2,3.3,10.0,57.6,1.0,12.1,4.9,74.6,100.0
92.7,5.1,3.1,6.7,93.8,1.0,8.0,2.8,139.4,1.973268926443252
69.0,9.5,50.6,5.65,90.3,1.0,23.0,13.5,69.0,55.7
67.4,0.0,8.5,8.56,39.3,0.0,6.9,6.9,67.4,79.3
96.0,7.3,28.6,8.07,78.5,1.0,15.3,8.0,136.3,4.203762458847145
70.1,5.0,12.2,9.29,61.5,0.0,6.8,1.8,70.1,80.7
51.4,16.1,9.1,8.42,44.2,1.0,23.0,6.8,51.4,68.4
60.2,4.6,31.9,0.1,93.5,0.0,13.0,8.4,60.2,1.030504590103905
51.8,18.1,5.0,8.61,56.7,1.0,26.9,8.9,51.8,68.1
71.5,9.5,3.9,10.0,44.3,1.0,14.7,5.1,71.5,100.0
47.5,10.2,49.3,6.5,77.5,1.0,13.7,3.5,42.9,37.8
55.7,14.7,2.9,8.92,58.0,1.0,19.3,4.7,55.7,88.3
78.5,6.5,8.3,9.8,46.1,1.0,9.5,3.0,78.5,88.0
49.0,5.9,0.0,8.83,46.5,0.0,10.5,4.6,46.5,45.6
92.4,7.8,25.8,6.55,91.8,0.0,13.0,5.3,135.1,3.773195926004763
67.8,9.8,39.9,3.19,89.0,1.0,12.2,2.4,67.8,65.8
52.8,12.9,12.9,8.65,41.3,0.0,18.8,5.9,52.8,59.2
100.2,17.8,6.7,9.03,22.6,1.0,23.5,5.7,98.8,45.9
44.3,16.1,10.0,9.48,47.2,0.0,22.0,5.8,37.1,34.5
82.3,3.7,0.9,8.9,48.6,1.0,5.0,1.4,82.8,91.7
52.2,10.7,6.4,9.41,47.3,1.0,14.7,4.0,52.2,76.8
70.8,5.4,6.7,9.63,43.1,0.0,11.3,5.9,70.8,77.6
55.9,11.6,32.4,8.59,66.1,0.0,18.8,7.2,55.9,58.4
67.6,19.4,46.5,0.1,83.2,1.0,34.5,15.1,67.6,7.299880433842948
53.4,0.0,4.8,7.91,61.7,1.0,4.5,4.5,53.4,79.9
55.5,13.2,8.9,10.0,36.8,1.0,20.8,7.6,55.5,85.6
76.0,7.7,12.8,10.0,43.5,0.0,11.0,3.2,76.0,79.6
85.8,15.9,6.1,10.0,66.3,1.0,25.3,9.4,93.0,65.6
36.4,10.1,28.7,10.0,65.7,1.0,12.8,2.8,29.2,28.3
50.3,13.2,22.2,9.12,47.2,1.0,24.9,11.7,50.3,69.5
77.4,6.9,0.0,9.69,54.1,1.0,9.7,2.8,77.4,98.9
84.1,5.9,5.7,9.58,53.4,1.0,8.6,2.7,86.0,81.4
85.6,13.0,4.2,10.0,47.8,0.0,16.6,3.6,86.7,62.3
50.8,3.5,28.8,1.37,95.4,0.0,12.6,9.1,50.8,26.2
79.3,5.5,4.8,10.0,35.1,1.0,11.5,6.0,79.3,89.5
67.2,34.1,0.0,9.04,22.7,1.0,47.9,13.8,67.2,60.5
72.6,7.8,0.0,9.26,50.7,1.0,15.2,7.4,72.6,98.9
80.1,7.1,12.7,7.59,62.1,0.0,10.9,3.8,82.2,69.6
57.5,12.5,34.4,10.0,83.4,1.0,20.8,8.3,57.5,69.7
49.8,14.4,15.2,9.81,57.5,1.0,26.8,12.4,44.6,45.0
61.7,12.2,15.0,8.37,68.4,1.0,14.9,2.7,61.7,82.0
73.2,11.5,60.3,4.14,99.1,1.0,17.9,6.4,73.2,60.4
57.8,7.6,32.8,1.96,96.4,0.0,10.0,2.4,57.8,30.8
96.9,6.0,6.6,8.51,92.9,1.0,15.4,9.4,161.5,6.71317286456602
52.8,16.2,36.1,9.09,60.6,0.0,21.9,5.8,52.8,42.7
51.0,6.5,15.0,8.59,68.9,1.0,8.2,1.6,51.0,71.0
57.4,12.1,79.8,1.2,84.8,1.0,16.3,4.2,57.4,32.0
59.8,0.3,28.7,9.76,51.4,1.0,1.0,0.6,59.8,73.1
74.5,9.9,12.8,7.52,37.2,1.0,12.8,2.9,74.5,100.0
77.4,7.0,8.7,10.0,39.7,1.0,13.5,6.6,77.4,100.0
59.6,30.6,100.0,0.53,94.2,0.0,44.4,13.8,59.6,0.0
77.1,10.1,12.1,7.87,37.3,1.0,18.0,7.8,77.1,100.0
65.8,3.1,11.0,10.0,54.5,0.0,6.4,3.4,65.8,77.5
66.8,22.7,60.5,0.15,86.5,1.0,30.1,7.4,66.8,2.9050607220756977
68.7,10.8,9.5,10.0,28.3,1.0,20.6,9.9,68.7,100.0
82.9,12.1,13.7,8.73,45.1,1.0,18.6,6.5,83.0,87.4
80.1,7.8,27.2,8.73,23.2,1.0,11.6,3.8,78.8,73.6
92.5,6.7,56.0,4.98,83.9,1.0,9.7,3.1,127.0,7.284845737715374
59.4,6.9,29.7,4.14,70.5,1.0,14.6,7.7,59.4,67.4
49.0,5.1,67.6,0.1,100.0,1.0,15.2,10.1,47.0,0.73516873661685
40.6,11.0,43.7,5.54,38.8,1.0,17.8,6.8,34.0,24.4
51.9,20.3,78.6,5.37,96.6,1.0,26.8,6.5,51.9,14.4
76.9,10.7,13.5,10.0,70.6,0.0,15.3,4.7,76.9,79.1
51.6,7.0,55.2,6.67,83.8,1.0,12.4,5.5,51.6,54.5
60.5,2.2,0.0,8.65,60.1,1.0,5.9,3.8,60.5,89.9
59.0,17.4,8.4,9.73,64.1,1.0,22.2,4.8,59.0,74.0
70.1,9.1,13.7,10.0,56.3,1.0,15.7,6.6,70.1,100.0
47.1,15.4,27.9,8.85,41.0,1.0,22.3,6.9,40.9,32.4
57.5,3.4,46.4,2.66,100.0,1.0,5.8,2.4,57.5,45.3
60.3,11.4,30.7,7.73,61.8,1.0,18.6,7.2,60.3,75.8
84.1,14.7,0.0,8.77,54.7,1.0,22.1,7.4,86.3,80.4
59.6,20.8,50.4,4.66,64.1,1.0,27.8,7.0,59.6,35.0
57.3,19.0,44.7,8.17,39.8,1.0,31.3,12.4,57.3,46.3
69.7,2.8,1.3,8.92,45.1,0.0,4.1,1.3,69.7,80.0
61.7,19.3,89.0,5.14,100.0,1.0,25.8,6.5,61.7,28.6
61.5,5.2,11.2,9.44,39.2,0.0,7.4,2.2,61.5,68.4
64.1,8.7,45.8,9.35,55.8,1.0,12.4,3.7,64.1,78.6
64.1,7.7,0.0,9.5,41.4,0.0,11.9,4.1,64.1,77.5
51.7,15.0,0.0,9.28,33.1,0.0,26.4,11.4,51.7,49.7
48.2,2.3,14.1,1.28,99.6,1.0,3.5,1.2,48.2,25.0
58.6,16.7,26.3,9.13,48.2,1.0,27.2,10.5,58.6,62.7
73.7,11.0,9.6,10.0,66.7,1.0,15.1,4.1,73.7,99.0
73.3,4.6,20.5,10.0,46.6,1.0,6.1,1.5,73.3,91.8
84.1,4.0,11.3,9.84,46.7,1.0,5.5,1.6,84.6,89.6
66.5,7.8,13.0,7.09,42.5,0.0,13.3,5.5,66.5,77.9
78.0,11.1,5.0,10.0,38.3,1.0,22.6,11.4,78.0,97.3
43.3,7.0,41.2,3.64,63.9,1.0,14.1,7.1,39.1,16.7
44.4,13.9,15.4,7.44,44.6,0.0,22.6,8.6,37.7,33.7
54.7,5.1,37.4,7.9,41.5,1.0,11.0,5.9,54.7,64.8
97.8,0.4,23.7,6.47,69.1,1.0,1.7,1.4,132.4,3.018905414373206
60.0,31.5,0.3,8.11,48.7,0.0,40.5,9.0,60.0,48.2
69.1,19.4,47.8,5.48,76.6,1.0,35.8,16.4,69.1,49.6
68.1,0.7,7.3,9.67,50.8,0.0,3.5,2.8,68.1,75.2
67.0,12.0,31.1,8.45,51.7,1.0,15.9,3.9,67.0,83.6
69.0,12.9,9.8,7.01,25.9,1.0,19.8,6.9,69.0,100.0
55.1,26.1,85.8,1.79,97.9,1.0,40.0,13.9,55.1,0.0
75.4,8.4,8.4,10.0,46.6,1.0,11.8,3.4,75.4,100.0
113.8,7.5,9.1,9.14,20.3,1.0,12.4,4.9,118.8,44.9
70.1,16.2,0.0,8.68,34.9,1.0,28.7,12.5,70.1,78.4
42.4,2.6,32.3,7.01,70.6,1.0,7.1,4.5,42.4,47.8
79.3,5.3,7.0,8.97,65.1,1.0,10.8,5.6,79.3,88.2
54.8,4.4,20.4,1.5,95.3,1.0,6.1,1.7,54.8,34.4
52.9,3.4,24.5,1.98,99.6,1.0,5.8,2.4,52.9,34.6
75.3,8.0,7.6,9.79,67.3,1.0,11.5,3.5,75.3,100.0
78.6,10.6,10.4,10.0,47.7,1.0,14.1,3.5,78.6,91.2
49.9,0.0,0.0,1.86,91.3,1.0,1.0,1.0,49.9,28.8
52.8,5.4,21.7,8.67,43.2,1.0,14.7,9.3,52.8,68.9
69.8,12.0,8.3,10.0,40.4,1.0,21.9,10.0,69.8,100.0
76.3,7.9,0.0,10.0,42.0,0.0,12.0,4.1,76.3,77.5
95.9,5.3,0.0,8.11,74.9,1.0,7.6,2.3,131.5,0.09042029271217977
67.0,5.8,28.6,5.69,64.8,1.0,8.8,3.0,67.0,76.5
87.0,9.6,2.6,10.0,51.6,1.0,12.6,3.0,90.0,82.3
47.9,14.7,91.6,2.6,87.7,1.0,19.4,4.8,42.1,13.5
68.7,3.5,7.0,9.49,48.7,0.0,6.4,2.9,68.7,77.6
46.3,4.7,44.7,2.08,92.9,1.0,7.0,2.3,44.1,15.2
5.0,7.7,12.9,6.66,42.0,0.0,15.3,7.6,-7.8,7.793940204173892
48.1,4.6,33.4,10.0,63.2,1.0,14.5,9.9,46.3,44.2
65.0,6.4,72.6,5.7,84.5,1.0,9.9,3.6,65.0,64.3
64.2,7.9,12.6,9.8,41.9,0.0,10.5,2.6,64.2,77.5
80.0,11.6,6.8,9.51,55.6,1.0,17.0,5.4,81.4,89.8
41.4,14.8,22.2,7.32,35.0,1.0,20.5,5.8,33.7,46.2
73.5,6.3,0.0,9.53,39.2,1.0,11.1,4.8,73.5,100.0
52.4,13.2,1.8,9.7,59.4,0.0,22.8,9.6,52.4,61.6
39.0,3.0,6.7,7.72,31.9,1.0,6.8,3.8,37.2,57.6
96.5,8.2,20.8,6.32,65.5,1.0,12.5,4.4,123.4,37.1
43.9,16.0,71.2,1.36,91.1,1.0,20.4,4.4,36.6,0.0
46.0,18.4,19.4,9.8,21.4,0.0,30.1,11.8,38.6,24.0
54.3,5.9,30.0,0.36,93.3,0.0,12.4,6.5,54.3,14.9
58.6,18.4,14.8,8.11,62.1,1.0,28.4,10.0,58.6,79.0
76.1,1.3,11.7,10.0,57.4,0.0,3.1,1.8,76.1,79.7
78.9,5.7,17.1,9.36,34.8,0.0,9.5,3.8,78.9,65.6
76.8,36.2,97.1,0.1,100.0,1.0,46.6,10.4,76.8,0.38066554036889944
97.1,5.8,28.3,10.0,92.7,1.0,8.9,3.1,162.3,1.9125310726002374
58.6,5.9,11.0,0.87,95.8,0.0,13.0,7.1,58.6,38.3
52.9,7.7,36.9,1.21,70.4,1.0,11.0,3.2,52.9,37.9
66.4,6.8,8.3,9.68,47.3,1.0,8.6,1.8,66.4,100.0
67.4,5.4,0.0,10.0,44.2,1.0,10.4,5.0,67.4,97.8
45.8,0.0,26.2,10.0,63.9,1.0,6.4,6.4,45.8,46.3
70.4,7.5,5.7,10.0,42.6,1.0,12.4,4.9,70.4,100.0
67.8,10.8,17.6,3.71,66.4,1.0,16.2,5.4,67.8,77.0
72.0,38.2,16.9,9.49,60.3,1.0,48.8,10.6,72.0,52.9
49.6,4.3,17.7,2.34,95.7,1.0,8.6,4.3,48.2,30.2
87.3,6.7,23.8,7.37,86.0,1.0,8.8,2.1,107.6,31.1
54.8,11.2,29.0,9.03,52.0,1.0,15.0,3.8,54.8,63.7
49.7,7.5,52.0,0.1,100.0,0.0,13.4,5.9,46.7,2.276324882176449
63.7,2.1,38.0,9.59,53.7,1.0,2.8,0.7,63.7,85.9
56.0,11.2,29.0,2.98,84.4,1.0,16.2,4.9,56.0,55.4
54.4,4.0,16.0,1.9,88.8,1.0,6.4,2.4,54.4,41.6
73.4,5.0,8.6,10.0,26.1,1.0,7.9,2.9,73.4,97.5
53.2,17.1,13.6,8.57,33.3,1.0,30.4,13.3,53.2,56.6
58.0,13.5,26.0,8.36,58.2,1.0,16.5,3.1,58.0,72.5
74.9,10.3,2.2,10.0,58.2,1.0,13.5,3.2,74.9,98.0
54.7,6.5,26.2,9.37,74.0,1.0,12.3,5.8,54.7,65.4
73.6,9.4,3.4,9.47,30.7,1.0,15.6,6.2,73.6,100.0
46.7,5.2,20.3,8.08,64.8,1.0,11.1,5.9,44.2,48.8
76.4,6.4,9.2,9.92,37.7,1.0,8.6,2.2,76.4,100.0
57.7,7.4,64.3,4.01,68.8,1.0,13.3,5.9,57.7,54.2
58.8,6.5,37.9,7.52,78.7,1.0,8.5,2.0,58.8,76.6
62.0,3.0,0.0,7.69,71.5,0.0,5.2,2.2,62.0,75.5
69.6,0.9,2.0,9.84,44.0,0.0,2.2,1.3,69.6,77.5
80.8,8.2,0.0,9.84,29.0,1.0,13.1,4.8,79.6,91.2
54.1,7.0,37.3,0.83,93.7,0.0,9.2,2.2,54.1,20.8
63.6,9.5,8.4,10.0,52.3,1.0,12.8,3.3,63.6,97.6
63.8,2.0,32.5,6.85,62.9,1.0,3.9,1.9,63.8,83.3
56.2,11.7,19.8,6.74,46.4,1.0,15.5,3.8,56.2,80.2
62.0,18.8,66.0,2.92,93.1,1.0,25.5,6.7,62.0,42.7
75.5,10.0,6.9,10.0,48.0,1.0,23.5,13.5,75.5,94.9
58.8,8.2,18.1,8.6,61.6,1.0,11.8,3.7,58.8,78.2
67.5,41.1,97.7,0.1,100.0,1.0,56.4,15.2,67.5,7.490820462599883
60.6,7.8,9.4,8.28,55.4,0.0,13.9,6.1,60.6,69.5
59.3,35.2,34.2,6.05,23.2,0.0,55.1,19.9,59.3,17.4
62.2,11.3,21.8,8.11,59.9,1.0,16.2,4.9,62.2,93.5
66.7,12.2,64.7,2.35,84.2,1.0,17.2,5.0,66.7,53.0
49.1,3.2,14.1,1.68,96.9,0.0,9.6,6.4,48.5,19.8
69.0,29.3,19.9,8.88,26.7,1.0,36.5,7.2,69.0,60.3
42.2,7.0,27.2,8.53,66.9,1.0,9.9,2.8,37.8,40.6
66.9,12.4,10.5,10.0,47.4,1.0,17.4,5.0,66.9,99.1
54.1,3.5,35.4,0.1,95.5,0.0,5.5,2.0,54.1,4.877548554992308
68.8,11.2,6.9,8.98,32.7,1.0,13.7,2.5,68.8,97.1
68.9,6.3,0.8,9.43,50.3,1.0,8.9,2.7,68.9,100.0
55.3,2.9,28.6,2.69,81.7,0.0,11.3,8.4,55.3,41.7
62.5,12.3,20.4,8.65,56.8,1.0,24.5,12.2,62.5,85.7
80.9,9.6,1.9,7.06,37.7,1.0,18.5,9.0,80.3,88.9
93.6,4.8,5.2,10.0,80.5,1.0,6.9,2.0,128.1,5.380058101389193
69.3,0.0,65.0,6.2,81.4,1.0,4.6,4.6,69.3,72.0
45.8,11.0,19.0,9.06,53.0,1.0,16.2,5.2,40.4,50.1
56.8,16.8,53.7,3.95,89.1,1.0,39.1,22.4,56.8,19.0
44.7,13.6,31.9,6.78,59.2,0.0,21.2,7.7,38.3,30.6
61.2,10.5,59.0,0.86,72.2,0.0,15.4,4.9,61.2,25.7
94.6,11.1,21.3,8.56,76.5,0.0,15.4,4.3,128.0,2.2850079084979447
51.5,8.4,56.9,6.67,66.0,1.0,11.7,3.2,51.5,53.0
59.1,14.4,17.6,7.95,45.9,1.0,20.4,6.0,59.1,77.2
87.1,6.9,38.5,9.46,80.1,0.0,10.5,3.6,103.2,34.0
66.9,25.2,53.2,1.41,87.4,0.0,30.9,5.7,66.9,14.9
69.8,3.2,12.0,9.75,30.4,0.0,4.5,1.3,69.8,77.9
76.1,14.4,0.0,9.28,63.8,0.0,19.0,4.6,76.1,80.7
77.8,6.8,14.6,10.0,58.8,1.0,10.0,3.2,77.8,97.4
70.5,10.9,11.2,9.97,42.9,1.0,14.3,3.4,70.5,100.0
73.4,12.1,6.6,9.69,45.6,1.0,15.4,3.3,73.4,100.0
78.8,8.6,20.7,7.8,35.7,1.0,22.5,13.9,78.8,70.3
90.1,0.0,21.4,7.65,68.7,1.0,1.5,1.5,105.3,35.7
41.6,8.7,38.4,4.91,84.1,0.0,11.5,2.9,36.2,26.4
70.6,32.1,88.3,1.27,100.0,0.0,45.6,13.5,70.6,1.9
60.1,15.2,38.0,9.43,54.2,1.0,20.8,5.6,60.1,64.0
61.0,10.7,32.3,9.48,84.5,0.0,17.9,7.2,61.0,56.0
67.7,5.1,10.1,9.24,55.6,1.0,9.4,4.4,67.7,100.0
53.0,13.3,39.4,3.79,78.6,0.0,16.8,3.5,53.0,35.6
92.6,9.7,0.2,10.0,40.7,1.0,14.2,4.5,95.1,61.8
77.0,7.3,2.9,9.12,36.0,0.0,10.9,3.6,77.0,75.8
77.4,7.1,0.0,10.0,49.7,0.0,16.9,9.8,77.4,77.5
56.9,14.3,16.6,6.66,49.5,1.0,18.0,3.7,56.9,76.7
55.6,13.9,95.0,4.93,96.2,0.0,18.9,5.0,55.6,34.5
54.2,13.6,39.1,9.66,63.1,1.0,28.2,14.6,54.2,54.5
71.4,21.5,86.6,0.1,96.3,1.0,32.2,10.6,71.4,0.9048460520137587
73.8,4.3,10.7,9.86,48.7,0.0,6.9,2.6,73.8,75.7
96.4,0.0,7.2,7.05,91.8,1.0,1.8,1.8,156.8,1.8486468229959696
69.4,6.7,8.0,10.0,49.0,1.0,11.6,4.9,69.4,99.9
70.5,7.3,13.5,10.0,33.0,1.0,11.8,4.5,70.5,99.3
73.1,12.5,7.4,7.94,60.3,1.0,23.5,11.0,73.1,98.6
76.8,9.4,22.1,10.0,52.2,1.0,11.8,2.3,76.8,90.3
71.0,15.0,38.3,4.51,68.1,1.0,36.6,21.6,71.0,51.9
53.7,5.0,22.9,0.72,93.6,0.0,7.0,2.0,53.7,23.9
49.6,0.5,18.2,2.59,84.9,0.0,2.7,2.1,49.6,25.6
52.1,8.7,29.3,7.37,58.1,0.0,14.2,5.5,52.1,52.5
45.8,15.1,10.5,7.38,41.7,1.0,20.5,5.4,39.2,45.1
50.8,14.6,34.5,10.0,42.8,0.0,19.1,4.5,50.8,48.6
62.7,34.4,2.0,6.78,27.1,0.0,47.4,13.0,62.7,49.7
39.9,12.0,17.0,9.17,47.5,1.0,18.0,6.0,32.7,45.0
87.8,6.1,14.0,10.0,64.0,1.0,14.8,8.7,96.7,57.4
61.5,22.3,15.5,7.55,42.5,1.0,29.5,7.1,61.5,57.2
89.9,5.7,2.5,8.17,38.7,1.0,9.5,3.8,90.1,81.3
65.1,10.0,7.9,9.44,44.9,1.0,16.7,6.7,65.1,100.0
81.3,8.1,12.9,8.16,57.4,0.0,14.9,6.8,83.1,69.8
65.4,7.3,2.7,9.93,53.5,1.0,10.9,3.6,65.4,99.4
59.7,19.8,15.3,8.41,58.8,0.0,24.1,4.3,59.7,49.4
75.5,7.1,7.6,9.3,58.5,0.0,13.5,6.4,75.5,76.4
63.3,9.5,0.0,9.46,40.0,1.0,21.8,12.3,63.3,90.8
44.4,16.2,3.9,6.57,83.7,1.0,22.2,6.1,37.2,39.5
72.1,8.0,0.0,9.73,41.8,1.0,10.8,2.8,72.1,98.9
60.4,31.6,19.2,10.0,53.8,0.0,46.6,15.1,60.4,34.9
67.1,3.9,0.0,9.59,53.7,0.0,8.6,4.7,67.1,78.8
64.7,16.6,74.8,0.1,91.1,1.0,22.5,6.0,64.7,1.7179560192668593
81.7,14.0,5.6,9.61,38.8,1.0,20.3,6.3,81.0,92.2
53.7,13.6,13.8,9.84,52.5,1.0,18.0,4.4,53.7,80.7
97.5,9.6,25.4,6.7,77.5,1.0,13.4,3.7,141.8,6.267756480394142
54.3,6.3,25.2,10.0,51.2,1.0,8.0,1.6,54.3,66.9
44.3,11.4,29.4,6.83,37.2,1.0,16.3,4.9,38.4,38.5
73.0,3.8,9.1,10.0,46.9,1.0,7.8,4.0,73.0,100.0
55.9,20.3,24.6,9.9,55.0,1.0,27.6,7.3,55.9,58.8
62.3,29.7,89.5,1.45,100.0,1.0,46.7,17.0,62.3,1.6
72.2,16.2,44.4,4.96,88.3,1.0,25.4,9.2,72.2,54.7
48.9,0.0,26.8,10.0,76.2,1.0,0.1,0.1,48.9,46.3
62.0,14.5,24.0,9.91,61.3,1.0,18.0,3.5,62.0,91.4
49.3,14.4,26.4,6.07,60.1,0.0,22.0,7.7,44.0,36.0
57.1,26.2,24.1,7.29,44.6,0.0,37.7,11.5,57.1,35.2
73.2,12.8,52.9,6.73,93.0,1.0,21.4,8.6,73.2,67.4
57.5,2.9,36.5,2.4,93.7,0.0,4.1,1.2,57.5,40.4
77.2,12.4,1.5,9.64,33.4,1.0,19.4,7.0,77.2,98.5
54.5,12.7,61.7,6.69,52.5,0.0,20.0,7.2,54.5,42.4
51.5,2.4,36.6,1.8,92.9,1.0,12.1,9.7,51.5,33.9
55.1,7.9,19.5,0.1,95.0,0.0,13.5,5.6,55.1,2.4430518557477097
55.6,8.2,56.1,7.98,97.3,1.0,11.0,2.8,55.6,60.1
59.8,7.5,6.4,7.8,44.6,1.0,9.7,2.2,59.8,85.3
63.7,12.3,19.4,6.42,62.5,0.0,17.2,4.9,63.7,68.4
87.1,9.9,19.0,8.48,71.4,1.0,16.5,6.5,98.4,50.8
81.0,8.3,4.6,10.0,60.6,1.0,10.8,2.5,83.1,90.8
72.1,4.4,7.7,9.76,63.9,1.0,8.1,3.6,72.1,100.0
48.7,6.4,4.9,2.27,98.5,0.0,12.6,6.2,46.0,26.0
100.1,9.0,25.5,9.41,68.9,1.0,13.8,4.9,141.5,1.485864576041485
83.1,9.1,8.7,9.15,72.5,0.0,17.2,8.2,89.3,64.5
55.4,8.2,36.8,5.35,83.0,1.0,16.5,8.3,55.4,60.1
55.8,12.9,29.1,8.6,34.2,1.0,19.6,6.7,55.8,75.6
75.0,16.3,0.0,9.97,60.9,1.0,26.4,10.1,75.0,88.3
97.8,4.8,22.5,8.28,84.9,1.0,7.1,2.3,154.1,7.320012301980218
